Employee_ID,Attrition_rate
EID_22713,0.2033740372315673
EID_9658,0.20862762830385506
EID_22203,0.1896426881568966
EID_7652,0.21109962336738264
EID_6516,0.19443679724249596
EID_20283,0.17777075711484236
EID_21014,0.19278296839017792
EID_7693,0.18752239586266703
EID_13232,0.19045391140104775
EID_6515,0.21201824736610603
EID_13639,0.17413782418956064
EID_14669,0.19820046395448343
EID_16537,0.20468860721045737
EID_5782,0.17688356339475364
EID_20157,0.1997167233696313
EID_1855,0.15442697820529197
EID_20748,0.2282373449341728
EID_23179,0.19436527736125928
EID_12838,0.1906029272432809
EID_21656,0.175412714387207
EID_8844,0.18336602695034596
EID_1536,0.1860910733825094
EID_8822,0.18954556050592888
EID_11398,0.1895304625411041
EID_12965,0.20342168880043565
EID_5204,0.19653094931520293
EID_10030,0.22025265960299018
EID_13227,0.18266644875557486
EID_20607,0.19965415845257842
EID_14070,0.18532821536581429
EID_3755,0.20225041687501993
EID_5459,0.2103624233498752
EID_7697,0.17959142204903397
EID_3935,0.19025140392540643
EID_19046,0.1909710181324789
EID_4040,0.1790595482520676
EID_17730,0.17502424636921537
EID_4995,0.19761072212510641
EID_24653,0.1811218522716403
EID_6978,0.17828224623344158
EID_13775,0.2028753686798075
EID_14608,0.183306888114355
EID_3148,0.19769237689155195
EID_24868,0.20363718146628498
EID_5521,0.17734622584082496
EID_21155,0.2003175442495419
EID_3840,0.18456510802757736
EID_10646,0.18515076666587255
EID_6711,0.21448344356647375
EID_16247,0.18613078146416537
EID_16789,0.19283888767714144
EID_17967,0.1793058942319716
EID_13270,0.19739442125556333
EID_18462,0.16731033160823366
EID_22248,0.18548751557404689
EID_22693,0.18759263521723077
EID_25662,0.19919577204818656
EID_23346,0.19675335121601667
EID_4437,0.1979859843437315
EID_18108,0.1793814279239285
EID_7000,0.1738482337140273
EID_22770,0.20005194821310351
EID_7816,0.17680252968717763
EID_19615,0.19008321275197337
EID_23807,0.19394506478064727
EID_16764,0.2005452594301105
EID_16818,0.19085602159341247
EID_22712,0.17942886008847594
EID_18198,0.20367707793541595
EID_11154,0.21078518399944482
EID_22137,0.20047082215097048
EID_11655,0.18646311569403193
EID_18514,0.20331858626065988
EID_24742,0.1880611095861609
EID_16019,0.18243968154136403
EID_7357,0.18530647255316818
EID_20106,0.19628726645342373
EID_13284,0.19200063285053084
EID_5451,0.17562348257949775
EID_19728,0.1982789940176146
EID_9178,0.19649989754754368
EID_13177,0.15886156890443304
EID_14300,0.20832548415815239
EID_4379,0.18218030947034597
EID_11285,0.18454159685449137
EID_14882,0.21857420754342982
EID_9969,0.18806681159409724
EID_23643,0.17844309364365482
EID_5935,0.19456335282143877
EID_7741,0.18085357309891767
EID_6176,0.19165843371192212
EID_5418,0.20496139731411311
EID_20626,0.21081634846997307
EID_1725,0.19017785471310486
EID_14317,0.19968920388706862
EID_12120,0.18900641183766176
EID_20264,0.16678446212498435
EID_16691,0.1571721488780112
EID_1093,0.17540968075026486
EID_2565,0.18147067163520592
EID_11463,0.18560664647689434
EID_12005,0.18673717327401637
EID_10326,0.18646190297410473
EID_12582,0.1938335526447949
EID_18228,0.19156248717662036
EID_11670,0.21924712895381612
EID_24257,0.17379332212934487
EID_7024,0.1741918740492111
EID_10382,0.19049701648495054
EID_20210,0.16943881052347665
EID_10294,0.16828321983435723
EID_19941,0.20158600364285298
EID_25572,0.18426635243392503
EID_7758,0.18318935068142184
EID_22718,0.18063202309238993
EID_1078,0.1785580762159882
EID_8227,0.18490276350574983
EID_1702,0.18808809400056184
EID_3532,0.17882124607927333
EID_22452,0.18694837303828774
EID_3019,0.18664503671837374
EID_22264,0.20991167961878543
EID_9866,0.18848820252910403
EID_3520,0.16885371934201945
EID_21098,0.19529923223333623
EID_1186,0.1819405160422941
EID_12355,0.18369484713169204
EID_11020,0.18615370582027008
EID_19193,0.1701428436132406
EID_17787,0.16084523682663743
EID_13719,0.20626113783584504
EID_24449,0.1854688963699129
EID_12957,0.1867991386505083
EID_24794,0.18070577610795185
EID_2866,0.1890817099055799
EID_10563,0.20068883585961605
EID_22492,0.19148197140783615
EID_4106,0.18889344739244146
EID_6648,0.20270931289893246
EID_7209,0.1874591244567885
EID_9692,0.17232770957489218
EID_22763,0.19211842049223485
EID_12622,0.17268836158578887
EID_9831,0.184085126510021
EID_5731,0.16201646388424917
EID_1114,0.1585364810345277
EID_25017,0.2179498554550505
EID_22956,0.18901807421686742
EID_5549,0.18344056666173875
EID_12022,0.19892824674862497
EID_8034,0.18289554734476868
EID_20644,0.17898636040522878
EID_20125,0.1839021087135125
EID_21957,0.17206545580403648
EID_8870,0.16465651799926026
EID_2305,0.20740079037612755
EID_3977,0.16587909406717108
EID_14845,0.17754655962941832
EID_6629,0.18253723443933464
EID_14577,0.18457164747783342
EID_24509,0.17748830238077024
EID_1530,0.18497587323391612
EID_21524,0.22122573266430662
EID_6647,0.17159621761123348
EID_19730,0.19745426706110286
EID_4424,0.185202028272754
EID_7964,0.18317163879737036
EID_6289,0.19019278734682882
EID_2899,0.18146290448671418
EID_2827,0.18024432571540436
EID_8801,0.19614286955023308
EID_20454,0.20857375150626575
EID_18988,0.1952143595830846
EID_8405,0.20490217972602146
EID_14497,0.18593173678608685
EID_11769,0.1979524743518658
EID_21353,0.1900588582415653
EID_2221,0.18990792181566987
EID_13218,0.17904491439022713
EID_4576,0.2063090146691002
EID_17470,0.20294964967168305
EID_14817,0.18796118728239694
EID_21845,0.19918699423972677
EID_21987,0.16506663465732835
EID_1168,0.17973400700259368
EID_14315,0.20927137250795314
EID_5043,0.1950110384642141
EID_1967,0.18749328737677906
EID_22274,0.17250729865923586
EID_11091,0.17384857764733908
EID_18421,0.18890120642883884
EID_8316,0.1789055445885691
EID_13308,0.21948220652494682
EID_19481,0.1913678207987956
EID_17732,0.20371608840783198
EID_4504,0.19310243652011772
EID_2539,0.20664038564592374
EID_19529,0.1763744490841968
EID_2279,0.18463066650832066
EID_14508,0.18719064651932732
EID_12241,0.1974084913723304
EID_11530,0.17904883746531763
EID_20147,0.15140745087454757
EID_6154,0.1950994084071656
EID_3523,0.1852876908565597
EID_20453,0.2160615235932649
EID_11929,0.1856011883568893
EID_12840,0.20122296881976043
EID_22320,0.20242831962141672
EID_25383,0.18874508462947293
EID_10731,0.20592104902443603
EID_1017,0.1666615353732452
EID_1819,0.1963587253380264
EID_22849,0.1926665875035707
EID_12290,0.1993556475677121
EID_24238,0.1871103569957232
EID_3105,0.18713176155515293
EID_14242,0.20077868134551066
EID_16569,0.18173211266739706
EID_8094,0.20834725351022054
EID_7824,0.19785289257063474
EID_8978,0.179628379129571
EID_25314,0.18963518743771557
EID_17810,0.19820638193130996
EID_14856,0.16613974202729226
EID_22144,0.18716995522387075
EID_23603,0.16702467623025918
EID_7211,0.19472671429662258
EID_19340,0.2148970626129227
EID_1501,0.19288168997331442
EID_22111,0.16822152797954126
EID_16147,0.18358419396169617
EID_16746,0.17398366436218812
EID_20777,0.191295176266228
EID_12999,0.20050503134354455
EID_21663,0.1871527134842101
EID_11862,0.19517282921768817
EID_17683,0.21037532140497406
EID_19819,0.19550912849138535
EID_21562,0.2158170138872496
EID_24390,0.17632785143927207
EID_14444,0.2101887495641655
EID_3261,0.17139084444957947
EID_7752,0.17794067272352884
EID_3033,0.2040574420512685
EID_22433,0.17704618029127664
EID_23727,0.16797809522526974
EID_24107,0.17726757954813163
EID_22537,0.2124698687398035
EID_13645,0.19764392569418024
EID_16021,0.16827037058444222
EID_19800,0.20227873379759742
EID_1944,0.2010600620576646
EID_15868,0.1733536611463775
EID_22188,0.20276342795655292
EID_13833,0.19235699644212922
EID_15028,0.20293283185750413
EID_24861,0.1784913827994465
EID_13033,0.20544102792648883
EID_23673,0.17488797478406665
EID_13265,0.1682168730116552
EID_23411,0.19969980975251747
EID_3761,0.17376546198136014
EID_7299,0.17697515507821895
EID_2379,0.18742601300473694
EID_18863,0.1972710163326858
EID_12115,0.16858131173179086
EID_23879,0.20140282180520627
EID_16586,0.20303747012717055
EID_19003,0.17949472753860785
EID_11107,0.21465315421687212
EID_15416,0.181568891808358
EID_19214,0.17362311467911934
EID_5135,0.2005839874814516
EID_22464,0.2008847503946673
EID_22759,0.19118975776652675
EID_17833,0.20119114054591636
EID_17627,0.18969647967561182
EID_25730,0.1871386001786901
EID_2377,0.1873175683828366
EID_18085,0.18851593499286873
EID_14096,0.18925862179728337
EID_8384,0.19752409183263625
EID_17105,0.1903009239380887
EID_9929,0.19394592816158054
EID_13267,0.19464567001949995
EID_12954,0.18274164684524496
EID_4464,0.1769517046217361
EID_11464,0.1914378343164205
EID_19308,0.17357350226343424
EID_17530,0.18235367532792773
EID_6981,0.17087669263731547
EID_19951,0.1794090659886913
EID_1100,0.20344273271884922
EID_25145,0.195639986418503
EID_15614,0.17664690261352808
EID_2961,0.1960888024010352
EID_1742,0.1837270594354976
EID_2843,0.19851282364441517
EID_9549,0.18132655457011826
EID_12832,0.19955329535862357
EID_17914,0.211576376340544
EID_22832,0.18477783941978723
EID_5755,0.17113058248098478
EID_1141,0.1835199815381676
EID_18954,0.19084691851275037
EID_10824,0.17844053987948016
EID_24478,0.1686810913277244
EID_14916,0.17573314217142422
EID_4434,0.16298316905794047
EID_23650,0.2089529439895363
EID_16556,0.17203709717165433
EID_24656,0.17638361029472838
EID_25965,0.18335044558960537
EID_9279,0.197472533269315
EID_13802,0.1922901568912843
EID_2748,0.20122167324114446
EID_17346,0.2022215946885863
EID_1171,0.17671345915343667
EID_1552,0.1635960201205262
EID_20674,0.17884464431371128
EID_2475,0.1908690090858966
EID_16714,0.1683989969842239
EID_7857,0.17968335355636142
EID_3294,0.18673174231767364
EID_2280,0.16747465417595647
EID_10203,0.18608962134543708
EID_22162,0.20034156820650698
EID_10438,0.18168319357805357
EID_12898,0.19820003324900262
EID_4358,0.16646848876968995
